fac_id,unt_id,value_ts,insght_value
12139999,1613581,1/25/2019 21:00,6
12139999,1613581,1/25/2019 22:00,9
12139999,1613581,1/25/2019 23:00,9
12139999,1613581,1/26/2019 0:00,10
12139999,1613581,1/26/2019 1:00,9
12139999,1613581,1/26/2019 2:00,10
12139999,1613581,1/26/2019 3:00,9
12139999,1613581,1/26/2019 4:00,7
12139999,1613581,1/26/2019 5:00,7
12139999,1613581,1/26/2019 6:00,10
12139999,1613581,1/26/2019 7:00,8
12139999,1613581,1/26/2019 8:00,9
12139999,1613581,1/26/2019 9:00,11
12139999,1613581,1/26/2019 10:00,13
12139999,1613581,1/26/2019 11:00,14
12139999,1613581,1/26/2019 12:00,15
12139999,1613581,1/26/2019 13:00,14
12139999,1613581,1/26/2019 14:00,13
12139999,1613581,1/26/2019 15:00,10
12139999,1613581,1/26/2019 16:00,9
12139999,1613581,1/26/2019 17:00,7
12139999,1613581,1/26/2019 18:00,10
12139999,1613581,1/26/2019 19:00,8
12139999,1613581,1/26/2019 20:00,6
12139999,1613581,1/26/2019 21:00,3
12139999,1613581,1/26/2019 22:00,4
12139999,1613581,1/26/2019 23:00,5
12139999,1613581,1/27/2019 0:00,6
12139999,1613581,1/27/2019 1:00,6
12139999,1613581,1/27/2019 2:00,6
12139999,1613581,1/27/2019 3:00,6
12139999,1613581,1/27/2019 4:00,6
12139999,1613581,1/27/2019 5:00,5
12139999,1613581,1/27/2019 6:00,6
12139999,1613581,1/27/2019 7:00,5
12139999,1613581,1/27/2019 8:00,6
12139999,1613581,1/27/2019 9:00,6
12139999,1613581,1/27/2019 10:00,9
12139999,1613581,1/27/2019 11:00,12
12139999,1613581,1/27/2019 12:00,13
12139999,1613581,1/27/2019 13:00,14
12139999,1613581,1/27/2019 14:00,14
12139999,1613581,1/27/2019 15:00,9
12139999,1613581,1/27/2019 16:00,11
12139999,1613581,1/27/2019 17:00,3
12139999,1613581,1/27/2019 18:00,3
12139999,1613581,1/27/2019 19:00,1
12139999,1613581,1/27/2019 20:00,4
12139999,1613581,1/27/2019 21:00,6
12139999,1613581,1/27/2019 22:00,5
12139999,1613581,1/27/2019 23:00,6
12139999,1613581,1/28/2019 0:00,7
12139999,1613581,1/28/2019 1:00,4
12139999,1613581,1/28/2019 2:00,3
12139999,1613581,1/28/2019 3:00,3
12139999,1613581,1/28/2019 4:00,1
12139999,1613581,1/28/2019 5:00,3
12139999,1613581,1/28/2019 6:00,5
12139999,1613581,1/28/2019 7:00,3
12139999,1613581,1/28/2019 8:00,3
12139999,1613581,1/28/2019 9:00,7
12139999,1613581,1/28/2019 10:00,9
12139999,1613581,1/28/2019 11:00,8
12139999,1613581,1/28/2019 12:00,10
12139999,1613581,1/28/2019 13:00,8
12139999,1613581,1/28/2019 14:00,11
12139999,1613581,1/28/2019 15:00,7
