"actual_at_time_stamp","metric_id","actual_metric_value"
2019-08-15 22:00:00,"1201400690650",18
2019-08-15 23:00:00,"1201400690650",18
2019-08-16 00:00:00,"1201400690650",16
2019-08-16 01:00:00,"1201400690650",17
2019-08-16 02:00:00,"1201400690650",16
2019-08-16 03:00:00,"1201400690650",18
2019-08-16 04:00:00,"1201400690650",17
2019-08-16 05:00:00,"1201400690650",16
2019-08-16 06:00:00,"1201400690650",17
2019-08-16 07:00:00,"1201400690650",17
2019-08-16 08:00:00,"1201400690650",18
2019-08-16 09:00:00,"1201400690650",16
2019-08-16 10:00:00,"1201400690650",17
2019-08-16 11:00:00,"1201400690650",16
2019-08-16 12:00:00,"1201400690650",16
2019-08-16 13:00:00,"1201400690650",18
2019-08-16 14:00:00,"1201400690650",16
2019-08-16 15:00:00,"1201400690650",18
2019-08-16 16:00:00,"1201400690650",18
2019-08-16 17:00:00,"1201400690650",18
2019-08-16 18:00:00,"1201400690650",18
2019-08-14 18:00:00,"1201400690651",16
2019-08-14 19:00:00,"1201400690651",16
2019-08-14 20:00:00,"1201400690651",18
2019-08-14 21:00:00,"1201400690651",18
2019-08-14 22:00:00,"1201400690651",16
2019-08-14 23:00:00,"1201400690651",16
2019-08-15 00:00:00,"1201400690651",18
2019-08-15 01:00:00,"1201400690651",15
2019-08-15 02:00:00,"1201400690651",15
2019-08-15 03:00:00,"1201400690651",15
2019-08-15 04:00:00,"1201400690651",15
2019-08-15 05:00:00,"1201400690651",15
2019-08-15 06:00:00,"1201400690651",15
2019-08-15 07:00:00,"1201400690651",16
2019-08-15 08:00:00,"1201400690651",15
2019-08-15 09:00:00,"1201400690651",15
2019-08-15 10:00:00,"1201400690651",17
2019-08-15 11:00:00,"1201400690651",16
2019-08-15 12:00:00,"1201400690651",16
2019-08-15 13:00:00,"1201400690651",17
2019-08-15 14:00:00,"1201400690651",17
2019-08-15 15:00:00,"1201400690651",17
2019-08-15 16:00:00,"1201400690651",17
2019-08-15 17:00:00,"1201400690651",17
2019-08-15 18:00:00,"1201400690651",17
2019-08-15 19:00:00,"1201400690651",17
2019-08-15 20:00:00,"1201400690651",16
2019-08-15 21:00:00,"1201400690651",17
2019-08-15 22:00:00,"1201400690651",17
2019-08-15 23:00:00,"1201400690651",16
2019-08-16 00:00:00,"1201400690651",16
2019-08-16 01:00:00,"1201400690651",17
2019-08-16 02:00:00,"1201400690651",17
2019-08-16 03:00:00,"1201400690651",17
2019-08-16 04:00:00,"1201400690651",16
2019-08-16 05:00:00,"1201400690651",17
2019-08-16 06:00:00,"1201400690651",16
2019-08-16 07:00:00,"1201400690651",17
2019-08-16 08:00:00,"1201400690651",17
2019-08-16 09:00:00,"1201400690651",17
2019-08-16 10:00:00,"1201400690651",17
2019-08-16 11:00:00,"1201400690651",17
2019-08-16 12:00:00,"1201400690651",17
2019-08-16 13:00:00,"1201400690651",17
2019-08-16 14:00:00,"1201400690651",17
2019-08-16 15:00:00,"1201400690651",18
2019-08-16 16:00:00,"1201400690651",18
2019-08-16 17:00:00,"1201400690651",17
2019-08-16 18:00:00,"1201400690651",16
2019-08-14 18:00:00,"1201400690652",17
2019-08-14 19:00:00,"1201400690652",17
2019-08-14 20:00:00,"1201400690652",12
2019-08-14 21:00:00,"1201400690652",12
2019-08-14 22:00:00,"1201400690652",12
2019-08-14 23:00:00,"1201400690652",16
2019-08-15 00:00:00,"1201400690652",12
2019-08-15 01:00:00,"1201400690652",17
2019-08-15 02:00:00,"1201400690652",17
2019-08-15 03:00:00,"1201400690652",16
2019-08-15 04:00:00,"1201400690652",16
2019-08-15 05:00:00,"1201400690652",16
2019-08-15 06:00:00,"1201400690652",16
2019-08-15 07:00:00,"1201400690652",16
2019-08-15 08:00:00,"1201400690652",16
2019-08-15 09:00:00,"1201400690652",16
2019-08-15 10:00:00,"1201400690652",16
2019-08-15 11:00:00,"1201400690652",16
2019-08-15 12:00:00,"1201400690652",16
2019-08-15 13:00:00,"1201400690652",16
2019-08-15 14:00:00,"1201400690652",16
2019-08-15 15:00:00,"1201400690652",16
2019-08-15 16:00:00,"1201400690652",16
2019-08-15 17:00:00,"1201400690652",15
2019-08-15 18:00:00,"1201400690652",16
2019-08-15 19:00:00,"1201400690652",15
2019-08-15 20:00:00,"1201400690652",14
2019-08-15 21:00:00,"1201400690652",16
2019-08-15 22:00:00,"1201400690652",17
2019-08-15 23:00:00,"1201400690652",13
2019-08-16 00:00:00,"1201400690652",12
2019-08-16 01:00:00,"1201400690652",15
2019-08-16 02:00:00,"1201400690652",17
2019-08-16 03:00:00,"1201400690652",17
2019-08-16 04:00:00,"1201400690652",14
2019-08-16 05:00:00,"1201400690652",17
2019-08-16 06:00:00,"1201400690652",16
2019-08-16 07:00:00,"1201400690652",17
2019-08-16 08:00:00,"1201400690652",17
2019-08-16 09:00:00,"1201400690652",17
2019-08-16 10:00:00,"1201400690652",17
2019-08-16 11:00:00,"1201400690652",17
2019-08-16 12:00:00,"1201400690652",17
2019-08-16 13:00:00,"1201400690652",16
2019-08-16 14:00:00,"1201400690652",17
2019-08-16 15:00:00,"1201400690652",15
2019-08-16 16:00:00,"1201400690652",15
2019-08-16 17:00:00,"1201400690652",15
2019-08-16 18:00:00,"1201400690652",15
2019-08-14 18:00:00,"1201400690654",18
2019-08-14 19:00:00,"1201400690654",18
2019-08-14 20:00:00,"1201400690654",17
2019-08-14 21:00:00,"1201400690654",17
2019-08-14 22:00:00,"1201400690654",17
2019-08-14 23:00:00,"1201400690654",17
2019-08-15 00:00:00,"1201400690654",17
2019-08-15 01:00:00,"1201400690654",17
2019-08-15 02:00:00,"1201400690654",17
2019-08-15 03:00:00,"1201400690654",18
2019-08-15 04:00:00,"1201400690654",18
2019-08-15 05:00:00,"1201400690654",19
2019-08-15 06:00:00,"1201400690654",19
2019-08-15 07:00:00,"1201400690654",19
2019-08-15 08:00:00,"1201400690654",18
2019-08-15 09:00:00,"1201400690654",19
2019-08-15 10:00:00,"1201400690654",18
2019-08-15 11:00:00,"1201400690654",19
2019-08-15 12:00:00,"1201400690654",19
2019-08-15 13:00:00,"1201400690654",18
2019-08-15 14:00:00,"1201400690654",18
2019-08-15 15:00:00,"1201400690654",18
2019-08-15 16:00:00,"1201400690654",18
2019-08-15 17:00:00,"1201400690654",18
2019-08-15 18:00:00,"1201400690654",18
2019-08-15 19:00:00,"1201400690654",17
2019-08-15 20:00:00,"1201400690654",17
2019-08-15 21:00:00,"1201400690654",17
2019-08-15 22:00:00,"1201400690654",18
2019-08-15 23:00:00,"1201400690654",19
2019-08-16 00:00:00,"1201400690654",17
2019-08-16 01:00:00,"1201400690654",17
2019-08-16 02:00:00,"1201400690654",19
2019-08-16 03:00:00,"1201400690654",17
2019-08-16 04:00:00,"1201400690654",19
2019-08-16 05:00:00,"1201400690654",19
2019-08-16 06:00:00,"1201400690654",17
2019-08-16 07:00:00,"1201400690654",19
2019-08-16 08:00:00,"1201400690654",18
2019-08-16 09:00:00,"1201400690654",19
2019-08-16 10:00:00,"1201400690654",19
2019-08-16 11:00:00,"1201400690654",19
2019-08-16 12:00:00,"1201400690654",19
2019-08-16 13:00:00,"1201400690654",18
2019-08-16 14:00:00,"1201400690654",19
2019-08-16 15:00:00,"1201400690654",15
2019-08-16 16:00:00,"1201400690654",15
2019-08-16 17:00:00,"1201400690654",13
2019-08-16 18:00:00,"1201400690654",13
2019-08-14 18:00:00,"1611400880034",0
2019-08-14 19:00:00,"1611400880034",0
2019-08-14 20:00:00,"1611400880034",0
2019-08-14 21:00:00,"1611400880034",0
2019-08-14 22:00:00,"1611400880034",0
2019-08-14 23:00:00,"1611400880034",0
2019-08-15 00:00:00,"1611400880034",0
2019-08-15 01:00:00,"1611400880034",0
2019-08-15 02:00:00,"1611400880034",0
2019-08-15 03:00:00,"1611400880034",0
2019-08-15 04:00:00,"1611400880034",0
2019-08-15 05:00:00,"1611400880034",0
2019-08-15 06:00:00,"1611400880034",0
2019-08-15 07:00:00,"1611400880034",0
2019-08-15 08:00:00,"1611400880034",0
2019-08-15 09:00:00,"1611400880034",0
2019-08-15 10:00:00,"1611400880034",0
2019-08-15 11:00:00,"1611400880034",0
2019-08-15 12:00:00,"1611400880034",0
2019-08-15 13:00:00,"1611400880034",0
2019-08-15 14:00:00,"1611400880034",0
2019-08-15 15:00:00,"1611400880034",0
2019-08-15 16:00:00,"1611400880034",0
2019-08-15 17:00:00,"1611400880034",0
2019-08-15 18:00:00,"1611400880034",0
2019-08-15 19:00:00,"1611400880034",0
2019-08-15 20:00:00,"1611400880034",0
2019-08-15 21:00:00,"1611400880034",0
2019-08-15 22:00:00,"1611400880034",0
2019-08-15 23:00:00,"1611400880034",0
2019-08-16 00:00:00,"1611400880034",0
2019-08-16 01:00:00,"1611400880034",0
2019-08-16 02:00:00,"1611400880034",0
2019-08-16 03:00:00,"1611400880034",0
2019-08-16 04:00:00,"1611400880034",0
2019-08-16 05:00:00,"1611400880034",0
2019-08-16 06:00:00,"1611400880034",0
2019-08-16 07:00:00,"1611400880034",0
2019-08-16 08:00:00,"1611400880034",0
2019-08-16 09:00:00,"1611400880034",0
2019-08-16 10:00:00,"1611400880034",0
2019-08-16 11:00:00,"1611400880034",0
2019-08-16 12:00:00,"1611400880034",0
2019-08-16 13:00:00,"1611400880034",0
2019-08-16 14:00:00,"1611400880034",0
2019-08-16 15:00:00,"1611400880034",0
2019-08-16 16:00:00,"1611400880034",0
2019-08-16 17:00:00,"1611400880034",0
2019-08-16 18:00:00,"1611400880034",0
2019-08-14 18:00:00,"1611400880037",28
2019-08-14 19:00:00,"1611400880037",28
2019-08-14 20:00:00,"1611400880037",26
2019-08-14 21:00:00,"1611400880037",26
2019-08-14 22:00:00,"1611400880037",26
2019-08-14 23:00:00,"1611400880037",21
2019-08-15 00:00:00,"1611400880037",26
2019-08-15 01:00:00,"1611400880037",21
2019-08-15 02:00:00,"1611400880037",21
2019-08-15 03:00:00,"1611400880037",22
2019-08-15 04:00:00,"1611400880037",23
2019-08-15 05:00:00,"1611400880037",23
2019-08-15 06:00:00,"1611400880037",23
2019-08-15 07:00:00,"1611400880037",23
2019-08-15 08:00:00,"1611400880037",22
2019-08-15 09:00:00,"1611400880037",23
2019-08-15 10:00:00,"1611400880037",24
2019-08-15 11:00:00,"1611400880037",23
2019-08-15 12:00:00,"1611400880037",23
2019-08-15 13:00:00,"1611400880037",23
2019-08-15 14:00:00,"1611400880037",24
2019-08-15 15:00:00,"1611400880037",23
2019-08-15 16:00:00,"1611400880037",24
2019-08-15 17:00:00,"1611400880037",24
2019-08-15 18:00:00,"1611400880037",24
2019-08-15 19:00:00,"1611400880037",21
2019-08-15 20:00:00,"1611400880037",23
2019-08-15 21:00:00,"1611400880037",21
2019-08-15 22:00:00,"1611400880037",21
2019-08-15 23:00:00,"1611400880037",21
2019-08-16 00:00:00,"1611400880037",23
2019-08-16 01:00:00,"1611400880037",21
2019-08-16 02:00:00,"1611400880037",23
2019-08-16 03:00:00,"1611400880037",21
2019-08-16 04:00:00,"1611400880037",20
2019-08-16 05:00:00,"1611400880037",23
2019-08-16 06:00:00,"1611400880037",21
2019-08-16 07:00:00,"1611400880037",23
2019-08-16 08:00:00,"1611400880037",22
2019-08-16 09:00:00,"1611400880037",23
2019-08-16 10:00:00,"1611400880037",23
2019-08-16 11:00:00,"1611400880037",23
2019-08-16 12:00:00,"1611400880037",23
2019-08-16 13:00:00,"1611400880037",21
2019-08-16 14:00:00,"1611400880037",23
2019-08-16 15:00:00,"1611400880037",19
2019-08-16 16:00:00,"1611400880037",20
2019-08-16 17:00:00,"1611400880037",20
2019-08-16 18:00:00,"1611400880037",20
2019-08-14 18:00:00,"1611400880039",0
2019-08-14 19:00:00,"1611400880039",0
2019-08-14 20:00:00,"1611400880039",0
2019-08-14 21:00:00,"1611400880039",0
2019-08-14 22:00:00,"1611400880039",0
2019-08-14 23:00:00,"1611400880039",0
2019-08-15 00:00:00,"1611400880039",0
2019-08-15 01:00:00,"1611400880039",0
2019-08-15 02:00:00,"1611400880039",0
2019-08-15 03:00:00,"1611400880039",0
2019-08-15 04:00:00,"1611400880039",0
2019-08-15 05:00:00,"1611400880039",0
2019-08-15 06:00:00,"1611400880039",0
2019-08-15 07:00:00,"1611400880039",0
2019-08-15 08:00:00,"1611400880039",0
2019-08-15 09:00:00,"1611400880039",0
2019-08-15 10:00:00,"1611400880039",0
2019-08-15 11:00:00,"1611400880039",0
2019-08-15 12:00:00,"1611400880039",0
2019-08-15 13:00:00,"1611400880039",0
2019-08-15 14:00:00,"1611400880039",0
2019-08-15 15:00:00,"1611400880039",0
2019-08-15 16:00:00,"1611400880039",0
2019-08-15 17:00:00,"1611400880039",0
2019-08-15 18:00:00,"1611400880039",0
2019-08-15 19:00:00,"1611400880039",1
2019-08-15 20:00:00,"1611400880039",1
2019-08-15 21:00:00,"1611400880039",1
2019-08-15 22:00:00,"1611400880039",1
2019-08-15 23:00:00,"1611400880039",0
2019-08-16 00:00:00,"1611400880039",2
2019-08-16 01:00:00,"1611400880039",0
2019-08-16 02:00:00,"1611400880039",0
2019-08-16 03:00:00,"1611400880039",1
2019-08-16 04:00:00,"1611400880039",1
2019-08-16 05:00:00,"1611400880039",0
2019-08-16 06:00:00,"1611400880039",0
2019-08-16 07:00:00,"1611400880039",0
2019-08-16 08:00:00,"1611400880039",0
2019-08-16 09:00:00,"1611400880039",0
2019-08-16 10:00:00,"1611400880039",1
2019-08-16 11:00:00,"1611400880039",0
2019-08-16 12:00:00,"1611400880039",0
2019-08-16 13:00:00,"1611400880039",1
2019-08-16 14:00:00,"1611400880039",0
2019-08-16 15:00:00,"1611400880039",2
2019-08-16 16:00:00,"1611400880039",2
2019-08-16 17:00:00,"1611400880039",2
2019-08-16 18:00:00,"1611400880039",2
2019-08-14 18:00:00,"1611400880042",0
2019-08-14 19:00:00,"1611400880042",0
2019-08-14 20:00:00,"1611400880042",0
2019-08-14 21:00:00,"1611400880042",0
2019-08-14 22:00:00,"1611400880042",0
2019-08-14 23:00:00,"1611400880042",0
2019-08-15 00:00:00,"1611400880042",0
2019-08-15 01:00:00,"1611400880042",0
2019-08-15 02:00:00,"1611400880042",0
2019-08-15 03:00:00,"1611400880042",0
2019-08-15 04:00:00,"1611400880042",0
2019-08-15 05:00:00,"1611400880042",0
2019-08-15 06:00:00,"1611400880042",0
2019-08-15 07:00:00,"1611400880042",0
2019-08-15 08:00:00,"1611400880042",0
2019-08-15 09:00:00,"1611400880042",0
2019-08-15 10:00:00,"1611400880042",0
2019-08-15 11:00:00,"1611400880042",0
2019-08-15 12:00:00,"1611400880042",0
2019-08-15 13:00:00,"1611400880042",0
2019-08-15 14:00:00,"1611400880042",0
2019-08-15 15:00:00,"1611400880042",0
2019-08-15 16:00:00,"1611400880042",0
2019-08-15 17:00:00,"1611400880042",0
2019-08-15 18:00:00,"1611400880042",0
2019-08-15 19:00:00,"1611400880042",0
2019-08-15 20:00:00,"1611400880042",0
2019-08-15 21:00:00,"1611400880042",0
2019-08-15 22:00:00,"1611400880042",0
2019-08-15 23:00:00,"1611400880042",0
2019-08-16 00:00:00,"1611400880042",0
2019-08-16 01:00:00,"1611400880042",0
2019-08-16 02:00:00,"1611400880042",0
2019-08-16 03:00:00,"1611400880042",0
2019-08-16 04:00:00,"1611400880042",0
2019-08-16 05:00:00,"1611400880042",0
2019-08-16 06:00:00,"1611400880042",0
2019-08-16 07:00:00,"1611400880042",0
2019-08-16 08:00:00,"1611400880042",0
2019-08-16 09:00:00,"1611400880042",0
2019-08-16 10:00:00,"1611400880042",0
2019-08-16 11:00:00,"1611400880042",0
2019-08-16 12:00:00,"1611400880042",0
2019-08-16 13:00:00,"1611400880042",0
2019-08-16 14:00:00,"1611400880042",0
2019-08-16 15:00:00,"1611400880042",1
2019-08-16 16:00:00,"1611400880042",1
2019-08-16 17:00:00,"1611400880042",0
2019-08-16 18:00:00,"1611400880042",0
2019-08-14 18:00:00,"1611400880043",9
2019-08-14 19:00:00,"1611400880043",9
2019-08-14 20:00:00,"1611400880043",7
2019-08-14 21:00:00,"1611400880043",7
2019-08-14 22:00:00,"1611400880043",6
2019-08-14 23:00:00,"1611400880043",5
2019-08-15 00:00:00,"1611400880043",7
2019-08-15 01:00:00,"1611400880043",1
2019-08-15 02:00:00,"1611400880043",1
2019-08-15 03:00:00,"1611400880043",1
2019-08-15 04:00:00,"1611400880043",1
2019-08-15 05:00:00,"1611400880043",0
2019-08-15 06:00:00,"1611400880043",0
2019-08-15 07:00:00,"1611400880043",1
2019-08-15 08:00:00,"1611400880043",1
2019-08-15 09:00:00,"1611400880043",0
2019-08-15 10:00:00,"1611400880043",5
2019-08-15 11:00:00,"1611400880043",1
2019-08-15 12:00:00,"1611400880043",4
2019-08-15 13:00:00,"1611400880043",5
2019-08-15 14:00:00,"1611400880043",5
2019-08-15 15:00:00,"1611400880043",5
2019-08-15 16:00:00,"1611400880043",8
2019-08-15 17:00:00,"1611400880043",8
2019-08-15 18:00:00,"1611400880043",8
2019-08-15 19:00:00,"1611400880043",8
2019-08-15 20:00:00,"1611400880043",8
2019-08-15 21:00:00,"1611400880043",2
2019-08-15 22:00:00,"1611400880043",1
2019-08-15 23:00:00,"1611400880043",7
2019-08-16 00:00:00,"1611400880043",9
2019-08-16 01:00:00,"1611400880043",2
2019-08-16 02:00:00,"1611400880043",0
2019-08-16 03:00:00,"1611400880043",2
2019-08-16 04:00:00,"1611400880043",3
2019-08-16 05:00:00,"1611400880043",0
2019-08-16 06:00:00,"1611400880043",2
2019-08-16 07:00:00,"1611400880043",1
2019-08-16 08:00:00,"1611400880043",0
2019-08-16 09:00:00,"1611400880043",0
2019-08-16 10:00:00,"1611400880043",8
2019-08-16 11:00:00,"1611400880043",0
2019-08-16 12:00:00,"1611400880043",0
2019-08-16 13:00:00,"1611400880043",12
2019-08-16 14:00:00,"1611400880043",0
2019-08-16 15:00:00,"1611400880043",10
2019-08-16 16:00:00,"1611400880043",10
2019-08-16 17:00:00,"1611400880043",10
2019-08-16 18:00:00,"1611400880043",10
2019-08-14 18:00:00,"1611529",0
2019-08-14 19:00:00,"1611529",0
2019-08-14 20:00:00,"1611529",0
2019-08-14 21:00:00,"1611529",0
2019-08-14 22:00:00,"1611529",0
2019-08-14 23:00:00,"1611529",0
2019-08-15 00:00:00,"1611529",0
2019-08-15 01:00:00,"1611529",0
2019-08-15 02:00:00,"1611529",0
2019-08-15 03:00:00,"1611529",0
2019-08-15 04:00:00,"1611529",0
2019-08-15 05:00:00,"1611529",0
2019-08-15 06:00:00,"1611529",0
2019-08-15 07:00:00,"1611529",0
2019-08-15 08:00:00,"1611529",0
2019-08-15 09:00:00,"1611529",0
2019-08-15 10:00:00,"1611529",0
2019-08-15 11:00:00,"1611529",0
2019-08-15 12:00:00,"1611529",0
2019-08-15 13:00:00,"1611529",0
2019-08-15 14:00:00,"1611529",0
2019-08-15 15:00:00,"1611529",0
2019-08-15 16:00:00,"1611529",0
2019-08-15 17:00:00,"1611529",0
2019-08-15 18:00:00,"1611529",0
2019-08-15 19:00:00,"1611529",0
2019-08-15 20:00:00,"1611529",0
2019-08-15 21:00:00,"1611529",0
2019-08-15 22:00:00,"1611529",0
2019-08-15 23:00:00,"1611529",0
2019-08-16 00:00:00,"1611529",0
2019-08-16 01:00:00,"1611529",0
2019-08-16 02:00:00,"1611529",0
2019-08-16 03:00:00,"1611529",0
2019-08-16 04:00:00,"1611529",0
2019-08-16 05:00:00,"1611529",0
2019-08-16 06:00:00,"1611529",0
2019-08-16 07:00:00,"1611529",0
2019-08-16 08:00:00,"1611529",0
2019-08-16 09:00:00,"1611529",0
2019-08-16 10:00:00,"1611529",0
2019-08-16 11:00:00,"1611529",0
2019-08-16 12:00:00,"1611529",0
2019-08-16 13:00:00,"1611529",0
2019-08-16 14:00:00,"1611529",0
2019-08-16 15:00:00,"1611529",0
2019-08-16 16:00:00,"1611529",0
2019-08-16 17:00:00,"1611529",0
2019-08-16 18:00:00,"1611529",0
2019-08-14 18:00:00,"1611530",0
2019-08-14 19:00:00,"1611530",0
2019-08-14 20:00:00,"1611530",0
2019-08-14 21:00:00,"1611530",0
2019-08-14 22:00:00,"1611530",0
2019-08-14 23:00:00,"1611530",0
2019-08-15 00:00:00,"1611530",0
2019-08-15 01:00:00,"1611530",0
2019-08-15 02:00:00,"1611530",0
2019-08-15 03:00:00,"1611530",0
2019-08-15 04:00:00,"1611530",0
2019-08-15 05:00:00,"1611530",0
2019-08-15 06:00:00,"1611530",0
2019-08-15 07:00:00,"1611530",0
2019-08-15 08:00:00,"1611530",0
2019-08-15 09:00:00,"1611530",0
2019-08-15 10:00:00,"1611530",0
2019-08-15 11:00:00,"1611530",0
2019-08-15 12:00:00,"1611530",0
2019-08-15 13:00:00,"1611530",0
2019-08-15 14:00:00,"1611530",0
2019-08-15 15:00:00,"1611530",0
2019-08-15 16:00:00,"1611530",0
2019-08-15 17:00:00,"1611530",0
2019-08-15 18:00:00,"1611530",0
2019-08-15 19:00:00,"1611530",0
2019-08-15 20:00:00,"1611530",0
2019-08-15 21:00:00,"1611530",0
2019-08-15 22:00:00,"1611530",0
2019-08-15 23:00:00,"1611530",0
2019-08-16 00:00:00,"1611530",0
2019-08-16 01:00:00,"1611530",0
2019-08-16 02:00:00,"1611530",0
2019-08-16 03:00:00,"1611530",0
2019-08-16 04:00:00,"1611530",0
2019-08-16 05:00:00,"1611530",0
2019-08-16 06:00:00,"1611530",0
2019-08-16 07:00:00,"1611530",0
2019-08-16 08:00:00,"1611530",0
2019-08-16 09:00:00,"1611530",0
2019-08-16 10:00:00,"1611530",0
2019-08-16 11:00:00,"1611530",0
2019-08-16 12:00:00,"1611530",0
2019-08-16 13:00:00,"1611530",0
2019-08-16 14:00:00,"1611530",0
2019-08-16 15:00:00,"1611530",0
2019-08-16 16:00:00,"1611530",0
2019-08-16 17:00:00,"1611530",0
2019-08-16 18:00:00,"1611530",0
2019-08-14 18:00:00,"1611533",0
2019-08-14 19:00:00,"1611533",0
2019-08-14 20:00:00,"1611533",0
2019-08-14 21:00:00,"1611533",0
2019-08-14 22:00:00,"1611533",0
2019-08-14 23:00:00,"1611533",0
